,artists,name,track_id,source,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
145,Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Saved,0.117,0.552,178427,0.702,1BxfuPKGuaTgP7aM0Bbdwr,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
146,The Paper Kites,Paint,2BOof6lYrGfz6BojJ0aeJd,Saved,0.896,0.364,191773,0.308,2BOof6lYrGfz6BojJ0aeJd,0.00227,4,0.123,-13.052,1,0.0402,73.331,4,0.389
147,The Servant,I Can Walk in Your Mind,70eufclbN6KpgMkPKNDZm1,Saved,0.017,0.548,222413,0.901,70eufclbN6KpgMkPKNDZm1,0.000219,10,0.235,-4.754,1,0.0336,109.959,4,0.627
148,Jason Mraz,The Remedy (I Won't Worry),4tK4ARuilOrBzwVQK73E0Y,Saved,0.04,0.589,256441,0.867,4tK4ARuilOrBzwVQK73E0Y,0.0,10,0.306,-4.523,1,0.0385,94.519,4,0.795
149,Lazlo Bane,Superman,19nAFg6Mb6jXN3yxPC2sSk,Saved,0.109,0.577,225080,0.688,19nAFg6Mb6jXN3yxPC2sSk,2.78e-06,6,0.0788,-8.735,1,0.032,81.032,4,0.843
150,Broken Social Scene,Major Label Debut (Fast),3jx4Toaj1XoPUjHhCP0O1L,Saved,0.00108,0.407,192467,0.938,3jx4Toaj1XoPUjHhCP0O1L,0.0181,0,0.884,-6.083,1,0.0684,105.528,4,0.217
151,"Elton John, Kiki Dee",Don't Go Breaking My Heart,5pKJtX4wBeby9qIfFhyOJj,Saved,0.177,0.742,271133,0.863,5pKJtX4wBeby9qIfFhyOJj,5.59e-06,5,0.0699,-7.823,1,0.038,131.196,4,0.776
152,half?alive,still feel.,48XkVAagIoQHCsOlJtXUd5,Saved,0.148,0.779,247787,0.516,48XkVAagIoQHCsOlJtXUd5,0.0,10,0.0492,-6.467,0,0.0521,120.026,4,0.715
153,half?alive,RUNAWAY,0Dit4xsY3yFY73b19VxsYE,Saved,0.00324,0.676,162200,0.594,0Dit4xsY3yFY73b19VxsYE,0.000912,0,0.0645,-5.588,0,0.053,131.922,4,0.602
154,Sum 41,In Too Deep,1HNE2PX70ztbEl6MLxrpNL,Saved,0.000189,0.568,207093,0.844,1HNE2PX70ztbEl6MLxrpNL,0.0,9,0.0607,-5.875,1,0.0505,116.046,4,0.766
155,Racoma,Get On,5zswblrM7mdQE0wjn2y9jv,Saved,0.417,0.531,197375,0.245,5zswblrM7mdQE0wjn2y9jv,0.0,4,0.152,-7.491,1,0.0292,134.933,3,0.156
156,Francesca Blanchard,Baby,2fsL9GlgD8ziPfNS0XrwZY,Saved,0.128,0.715,223120,0.403,2fsL9GlgD8ziPfNS0XrwZY,0.00219,5,0.114,-8.817,1,0.031,76.014,4,0.437
157,HAIM,Summer Girl - Bonus Track,1GZH9Sv6zCIse2GKihRHKy,Saved,0.356,0.512,205027,0.544,1GZH9Sv6zCIse2GKihRHKy,0.0159,1,0.169,-7.953,0,0.226,99.927,4,0.616
158,Sir Woman,Making Love,5r8SYg3CHqMHlCNSgnCvBo,Saved,0.613,0.756,201687,0.506,5r8SYg3CHqMHlCNSgnCvBo,0.000241,11,0.0849,-8.379,1,0.0573,108.979,4,0.776
159,David Gray,The Other Side,4AsHoTefryKVz8YHLpvJuc,Saved,0.821,0.665,271520,0.275,4AsHoTefryKVz8YHLpvJuc,7.06e-05,9,0.14,-11.479,0,0.0292,128.032,4,0.187
160,David Gray,Fugitive,1ykjHYHRiBXJqWYJQkz4JT,Saved,0.0943,0.456,223520,0.874,1ykjHYHRiBXJqWYJQkz4JT,0.0029,0,0.111,-4.12,1,0.0324,161.911,4,0.84
161,The Lumineers,Leader Of The Landslide,4lTmzyX1l5pwkuI1vAM3YT,Saved,0.804,0.46,354840,0.437,4lTmzyX1l5pwkuI1vAM3YT,1.65e-05,1,0.283,-8.822,1,0.0416,127.318,5,0.119
162,Lizzo,Boys,1ITsmuChPVC05ogvorAyVu,Saved,0.00317,0.891,172630,0.587,1ITsmuChPVC05ogvorAyVu,0.000154,6,0.0487,-4.281,0,0.115,120.029,4,0.753
163,Pomplamoose,Loving Is Easy,0T42cnpIs2Tktff500hJyA,Saved,0.0332,0.607,166839,0.592,0T42cnpIs2Tktff500hJyA,7.54e-06,0,0.295,-6.271,1,0.0273,116.062,4,0.741
164,Angie McMahon,If You Call,7J29qM3iwzKv83ZnTLdZ0v,Saved,0.885,0.479,461520,0.0655,7J29qM3iwzKv83ZnTLdZ0v,0.0181,1,0.378,-16.416,1,0.0735,106.704,4,0.144
165,Angie McMahon,Mood Song,6z9mTIXJEUOJrr6xXKXRQX,Saved,0.937,0.408,258427,0.0443,6z9mTIXJEUOJrr6xXKXRQX,0.00253,7,0.0963,-14.3,1,0.0444,80.4,3,0.21
166,Angie McMahon,Soon,18uI37pTOz9tfk3U4jB8ci,Saved,0.673,0.522,223000,0.138,18uI37pTOz9tfk3U4jB8ci,6.1e-06,4,0.111,-12.233,1,0.0328,49.725,4,0.111
167,"Chance the Rapper, Death Cab for Cutie",Do You Remember,67xBtV07CC73eFw7z5oCvU,Saved,0.139,0.606,236686,0.655,67xBtV07CC73eFw7z5oCvU,0.0,6,0.103,-6.328,1,0.402,159.824,4,0.696
168,Mattiel,Keep The Change,3rUOkztkaoKWIE3FeHu4qN,Saved,0.121,0.422,228573,0.894,3rUOkztkaoKWIE3FeHu4qN,0.0,2,0.34,-3.822,1,0.0397,141.989,4,0.533
169,Orville Peck,Turn to Hate,4OABsQxu5yjbcu3UjbIhf5,Saved,0.238,0.347,296413,0.569,4OABsQxu5yjbcu3UjbIhf5,0.659,2,0.334,-9.315,1,0.0405,145.042,4,0.174
170,K.Flay,Sister,3zx6dcYuKX7sYrI1TaDf4y,Saved,0.00386,0.715,205067,0.548,3zx6dcYuKX7sYrI1TaDf4y,0.00574,11,0.0752,-6.355,1,0.0535,99.992,4,0.781
171,Beach House,Master of None,3stWWPN41byqp8loPdy92u,Saved,0.674,0.492,199414,0.344,3stWWPN41byqp8loPdy92u,0.531,5,0.0933,-15.259,1,0.0259,86.485,4,0.247
172,Rex Orange County,Best Friend,47Bg6IrMed1GPbxRgwH2aC,Saved,0.395,0.575,262231,0.714,47Bg6IrMed1GPbxRgwH2aC,0.0,6,0.115,-5.247,1,0.0596,144.982,4,0.32
173,"Rex Orange County, Benny Sings",Loving Is Easy,5EYi2rH4LYs6M21ZLOyQTx,Saved,0.217,0.756,155720,0.609,5EYi2rH4LYs6M21ZLOyQTx,0.00474,3,0.096,-7.927,1,0.0544,117.023,4,0.537
174,Beach Bunny,February,1PkZlo4ZINrcGCFZGaN9ts,Saved,0.00349,0.634,213901,0.655,1PkZlo4ZINrcGCFZGaN9ts,3.06e-05,11,0.302,-7.404,1,0.0286,130.013,4,0.58
175,Beach Bunny,Call Me Baby,2uAyzFxpALeS4o0S2NhuZW,Saved,0.82,0.522,235404,0.225,2uAyzFxpALeS4o0S2NhuZW,0.0,6,0.117,-8.133,1,0.0382,135.822,4,0.173
176,Beach Bunny,Boys,39A3BBViZmgYtXeStm9tq4,Saved,0.00332,0.516,234706,0.834,39A3BBViZmgYtXeStm9tq4,0.0287,5,0.334,-8.463,1,0.0667,177.641,4,0.484
177,"Yeek, Dominic Fike",I'm Trying,7rDvD5WGtchCGkfQOpIb8C,Saved,0.541,0.804,163299,0.429,7rDvD5WGtchCGkfQOpIb8C,0.00106,1,0.103,-6.712,1,0.0714,96.957,4,0.768
178,Yeek,Only in the West,4A3yBa4C3Zy6UAGxIyv1XD,Saved,0.07,0.954,181603,0.535,4A3yBa4C3Zy6UAGxIyv1XD,0.0478,7,0.142,-6.508,1,0.0724,116.954,4,0.614
179,James Morrison,Undiscovered,4s7yCyLftaQL9rMhTeft6L,Saved,0.167,0.32,207333,0.782,4s7yCyLftaQL9rMhTeft6L,0.0,2,0.0982,-6.628,1,0.049,77.586,4,0.606
180,Kristin Diable,I'll Make Time for You,7IX1SMieZ94lrvA446jhs7,Saved,0.0387,0.498,294648,0.792,7IX1SMieZ94lrvA446jhs7,0.179,8,0.163,-7.34,0,0.0343,113.167,4,0.579
181,Stevie Wonder,Isn't She Lovely,6RANU8AS5ICU5PEHh8BYtH,Saved,0.182,0.481,394267,0.826,6RANU8AS5ICU5PEHh8BYtH,0.00352,1,0.324,-6.974,0,0.0851,118.679,4,0.819
182,Bon Iver,Faith,3mZHmZahGKJwP0GDtWaOq8,Saved,0.764,0.463,217947,0.359,3mZHmZahGKJwP0GDtWaOq8,0.0224,1,0.0997,-11.144,1,0.0326,135.055,4,0.161
183,Bon Iver,U (Man Like),0GzVxmfV2XcLHENCSlrYvU,Saved,0.944,0.614,145720,0.265,0GzVxmfV2XcLHENCSlrYvU,5.96e-05,6,0.118,-10.158,1,0.0242,95.056,4,0.347
184,Bon Iver,"Hey, Ma",6YEyNkfWYAFTib8j1eXg1A,Saved,0.872,0.326,216707,0.285,6YEyNkfWYAFTib8j1eXg1A,0.000278,9,0.0968,-10.972,0,0.0339,143.702,4,0.198
185,Pr?xima Parada,Better Now,2geb6hUH6FHAuKKa9jBR0U,Saved,0.756,0.645,262120,0.315,2geb6hUH6FHAuKKa9jBR0U,0.00676,7,0.0977,-7.802,1,0.0331,74.058,4,0.227
186,Hozier,Say My Name - Recorded at Spotify Studios NYC,2xbuycY0MolcTZGENc4PuK,Saved,0.52,0.607,267413,0.462,2xbuycY0MolcTZGENc4PuK,1.83e-05,0,0.229,-8.383,1,0.0551,117.41,4,0.376
187,Stevie Wonder,Superstition - Single Version,1h2xVEoJORqrg71HocgqXd,Saved,0.038,0.633,245493,0.634,1h2xVEoJORqrg71HocgqXd,0.0064,8,0.0385,-12.115,1,0.0725,100.499,4,0.872
188,Stevie Wonder,I Just Called To Say I Love You,6RNDeRnWsRMjPdNVgupZCs,Saved,0.243,0.748,262240,0.551,6RNDeRnWsRMjPdNVgupZCs,1.57e-06,1,0.0943,-9.054,1,0.0239,113.535,4,0.65
189,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,Saved,0.0534,0.675,161160,0.597,2eF8pWbiivYsYRpbntYsnc,0.0,5,0.0986,-11.329,1,0.0337,108.875,4,0.828
190,Thelma Plum,Better in Blak,1c5iUY7Zg1SxtROg1yr5ad,Saved,0.0186,0.673,192467,0.849,1c5iUY7Zg1SxtROg1yr5ad,0.000274,1,0.116,-5.242,1,0.0544,148.002,4,0.375
191,"Better Oblivion Community Center, Phoebe Bridgers, Conor Oberst",Exception to the Rule,6Zio8fwZm8o7RdH1zK6kB5,Saved,0.0208,0.648,171287,0.808,6Zio8fwZm8o7RdH1zK6kB5,5.5e-06,2,0.0829,-7.098,1,0.042,143.972,4,0.504
192,Palace,Bitter,2DkZisoN9h1dLa8Sn5sx0n,Saved,0.0487,0.203,233360,0.715,2DkZisoN9h1dLa8Sn5sx0n,0.00082,9,0.051,-5.485,1,0.0494,78.554,4,0.327
193,The Staves,Feel,6lrTUl94c2pzCeyqA5Qj6O,Saved,0.443,0.529,272686,0.223,6lrTUl94c2pzCeyqA5Qj6O,0.0,6,0.11,-13.574,1,0.0268,95.074,4,0.115
194,Stevie Wonder,Sir Duke,4pNiE4LCVV74vfIBaUHm1b,Saved,0.16,0.588,232760,0.568,4pNiE4LCVV74vfIBaUHm1b,0.0,6,0.0792,-9.766,1,0.0672,106.938,4,0.952
195,"Daniel Caesar, Brandy",LOVE AGAIN,2fhePAlCSsJplwkjqMYpVm,Saved,0.41,0.553,214278,0.441,2fhePAlCSsJplwkjqMYpVm,2.57e-06,5,0.107,-6.411,1,0.0918,76.988,4,0.525
196,Ida Maria,I Like You So Much Better When You`re Naked,7bvBOzSYbzUMg9ElqkWQiA,Saved,0.00204,0.485,191760,0.935,7bvBOzSYbzUMg9ElqkWQiA,0.0,0,0.0902,-3.405,1,0.073,169.959,4,0.747
197,Ida Maria,We?re All Going To Hell - Live - Bonus Track,5nDAPryDeVEHnUSVk14gjj,Saved,0.0707,0.342,375907,0.424,5nDAPryDeVEHnUSVk14gjj,0.0,2,0.663,-6.644,1,0.0317,125.808,3,0.293
198,Sir Woman,Highroad,64iXPlkVfgkSYRvE0CXij0,Saved,0.0967,0.704,230656,0.55,64iXPlkVfgkSYRvE0CXij0,0.000307,5,0.112,-9.142,0,0.043,93.965,4,0.447
199,Lizzo,Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,Saved,0.11,0.715,173325,0.624,5qmq61DAAOUaW8AUo8xKhh,0.0,4,0.123,-3.046,0,0.114,158.087,4,0.412
200,Sir Babygirl,Flirting With Her,3MkCd2sE682YLsUaEBPtTl,Saved,0.000937,0.37,230973,0.717,3MkCd2sE682YLsUaEBPtTl,0.0946,2,0.209,-5.719,1,0.0329,154.78,4,0.193
201,"Mark Ronson, Alicia Keys, The Last Artful, Dodgr","Truth (feat. Alicia Keys & The Last Artful, Dodgr)",36m0ktASmXMN1Co2TCfIl2,Saved,0.0241,0.635,228418,0.846,36m0ktASmXMN1Co2TCfIl2,0.0,4,0.267,-5.459,0,0.114,87.468,4,0.56
202,Leif Vollebekk,Hot Tears,3BICHhGJhJNlmCCsHCwVNl,Saved,0.0622,0.699,247267,0.453,3BICHhGJhJNlmCCsHCwVNl,0.00308,11,0.0958,-9.67,0,0.0428,150.231,4,0.68
203,Jade Bird,Uh Huh,3ZAJJoHHCVGLIoScl26Hf4,Saved,0.0188,0.584,142444,0.81,3ZAJJoHHCVGLIoScl26Hf4,0.0,11,0.313,-3.092,1,0.0406,119.859,4,0.57
204,The Raconteurs,"Steady, As She Goes",19iqWNzp5LwEdvntpEK8MP,Saved,0.0132,0.524,215267,0.578,19iqWNzp5LwEdvntpEK8MP,0.00921,9,0.108,-4.563,1,0.12,123.669,4,0.537
205,Kelsey Lu,I'm Not In Love,7InHgiDyJ0GtvnIVslWNPK,Saved,0.588,0.191,414467,0.441,7InHgiDyJ0GtvnIVslWNPK,0.0993,4,0.11,-13.191,1,0.0751,86.073,3,0.0409
206,Your Smith,Wild Wild Woman,2JZ9gnd0fQXNSyYsnIhRFN,Saved,0.0713,0.816,179856,0.709,2JZ9gnd0fQXNSyYsnIhRFN,1.31e-05,0,0.0783,-5.344,1,0.0551,153.037,3,0.898
207,Your Smith,Bad Habit - The Wild Honey Pie Buzzsession,4O9D67oVwlvgcB5W7cBvKT,Saved,0.385,0.761,253385,0.368,4O9D67oVwlvgcB5W7cBvKT,0.0,0,0.918,-12.966,1,0.0539,97.985,4,0.248
208,Tiny Meat Gang,Walk Man,7bDaswZlpaAe8rPQOWHySn,Saved,0.354,0.931,165938,0.699,7bDaswZlpaAe8rPQOWHySn,0.000158,4,0.121,-4.991,0,0.0781,94.987,4,0.4
209,Orville Peck,Dead of Night,4WDazmiEd5PyY3taS11VfD,Saved,0.816,0.506,239000,0.565,4WDazmiEd5PyY3taS11VfD,0.476,2,0.0587,-11.003,1,0.0521,100.05,4,0.486
210,"Lake Street Dive, Wiidope",I Can Change - wiidope Remix,1XGfF8POOjMJcjfKQGvPr2,Saved,0.757,0.554,189541,0.329,1XGfF8POOjMJcjfKQGvPr2,2.54e-05,0,0.107,-9.936,1,0.0354,139.956,4,0.327
211,Wilder Woods,Supply & Demand,09PIYploijfke8kPiVVoJV,Saved,0.0273,0.492,196451,0.804,09PIYploijfke8kPiVVoJV,1.55e-06,8,0.071,-5.053,1,0.078,159.956,4,0.574
212,Joanna Sternberg,For You,4sNptLFgTxKfCLij4tcFjQ,Saved,0.966,0.634,127211,0.0636,4sNptLFgTxKfCLij4tcFjQ,0.0002,0,0.106,-20.565,1,0.0593,107.167,4,0.787
213,T?th,When I Awoke - Single Edit,4fOtujQrwmK7zyiai5TVqh,Saved,0.798,0.428,205135,0.573,4fOtujQrwmK7zyiai5TVqh,0.000564,4,0.151,-6.619,1,0.0388,148.254,3,0.298
214,The Beatles,Yesterday - Remastered 2009,3BQHpFgAp4l80e1XslIjNI,Saved,0.879,0.332,125667,0.179,3BQHpFgAp4l80e1XslIjNI,0.0,5,0.0886,-11.83,1,0.0326,96.529,4,0.315
215,The National,Start A War,155Xd1apPAbslc4WA49wPa,Saved,0.875,0.655,196400,0.445,155Xd1apPAbslc4WA49wPa,0.634,0,0.115,-12.06,1,0.0274,130.012,4,0.14
216,"DJ Shadow, Run The Jewels",Nobody Speak,2A9rFFPwsnhusCh8ZMBvYY,Saved,0.0405,0.621,195966,0.814,2A9rFFPwsnhusCh8ZMBvYY,0.00274,2,0.263,-5.937,1,0.154,160.066,4,0.304
217,The Lumineers,Life In The City,5m5ujaIcyabeTxIV48Gx1D,Saved,0.506,0.743,231360,0.57,5m5ujaIcyabeTxIV48Gx1D,5.18e-05,0,0.0994,-7.376,1,0.0335,97.005,3,0.273
218,Wilder Woods,Sure Ain't,6fZSylN0hIWbnuKrVWU2DZ,Saved,0.067,0.626,191086,0.817,6fZSylN0hIWbnuKrVWU2DZ,0.000242,4,0.31,-3.598,1,0.159,164.058,4,0.595
219,"Natasha Bedingfield, Sean Kingston",Love Like This,49ppqF73rOz5Nyt1paRxIF,Saved,0.145,0.781,222293,0.791,49ppqF73rOz5Nyt1paRxIF,0.0,7,0.127,-3.903,0,0.0468,76.998,4,0.902
220,Wilder Woods,Someday Soon,7LtTbmrnzAtLlAWSQ5obfq,Saved,0.931,0.503,263295,0.269,7LtTbmrnzAtLlAWSQ5obfq,5.49e-05,8,0.111,-7.676,1,0.0274,101.913,4,0.317
221,Aries,RACECAR,7BnKz4nK7U7c6gUp4m0266,Saved,0.0675,0.708,157436,0.729,7BnKz4nK7U7c6gUp4m0266,0.0,8,0.165,-7.618,1,0.0311,117.003,4,0.562
222,Aries,BAD NEWS,1oJbzZINptfVVsi8SYWFqW,Saved,0.484,0.655,164155,0.676,1oJbzZINptfVVsi8SYWFqW,0.0,5,0.212,-5.959,0,0.0378,141.989,4,0.827
223,Blank Range,Proximity,4BrcmD7xqfdwLbso6xZI3P,Saved,0.111,0.595,197400,0.623,4BrcmD7xqfdwLbso6xZI3P,0.0,9,0.0659,-7.592,1,0.0357,115.244,4,0.644
224,"Wilder Adkins, Molly Parden",Dancing in the Dark,7G3WNxQRMA9ozRDupQCrkk,Saved,0.835,0.405,252394,0.441,7G3WNxQRMA9ozRDupQCrkk,0.000104,7,0.105,-12.724,1,0.0435,147.956,4,0.399
225,Raleigh Ritchie,The Greatest,7gfGbXFSuYGLnXqN0XtB94,Saved,0.139,0.732,227373,0.75,7gfGbXFSuYGLnXqN0XtB94,0.0,8,0.157,-6.524,1,0.201,127.894,4,0.798
226,Bibio,lovers? carvings,3JeT6Xcv6MlEHHylk8SKQ1,Saved,0.68,0.558,238640,0.47,3JeT6Xcv6MlEHHylk8SKQ1,0.914,7,0.532,-5.5,1,0.0316,118.06,4,0.427
227,John Mayer,Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,Saved,0.159,0.577,201173,0.756,5imShWWzwqfAJ9gXFpGAQh,0.000232,2,0.249,-5.82,1,0.115,176.75,4,0.663
228,John Mayer,Gravity,3SktMqZmo3M9zbB7oKMIF7,Saved,0.731,0.764,245827,0.326,3SktMqZmo3M9zbB7oKMIF7,0.0013,7,0.24,-9.883,1,0.0342,123.98,3,0.237
229,Rhye,Needed,0m2arsOQumfj6j7bm4PiiJ,Saved,0.861,0.678,318693,0.0611,0m2arsOQumfj6j7bm4PiiJ,0.0991,2,0.113,-19.514,0,0.0335,148.008,4,0.18
230,Motion City Soundtrack,Everything Is Alright,6xyiHZgrmXw7sMyYXbXjPV,Saved,0.000494,0.435,207634,0.95,6xyiHZgrmXw7sMyYXbXjPV,0.0,8,0.317,-3.869,1,0.106,160.987,4,0.457
231,Nick Murphy,Message You At Midnight,0Lgp3Wpw1uBhlBi2ZDdAi8,Saved,0.762,0.282,306623,0.223,0Lgp3Wpw1uBhlBi2ZDdAi8,0.0738,1,0.16,-12.006,1,0.0339,147.993,4,0.251
232,Nick Murphy,Dangerous,0dgkvj8MFw6omgye2eEqHb,Saved,0.683,0.266,191594,0.441,0dgkvj8MFw6omgye2eEqHb,0.00197,5,0.0422,-9.57,1,0.0727,76.85,1,0.318
233,Nick Murphy,Never No,71mFzpmAq5nwyqSLI6hvOf,Saved,0.438,0.501,271839,0.505,71mFzpmAq5nwyqSLI6hvOf,0.0019,1,0.162,-7.326,1,0.0319,119.94,4,0.323
234,Nick Murphy,Sanity,0b3RfDSJSi6Cqv6r3UUGnm,Saved,0.561,0.697,214477,0.736,0b3RfDSJSi6Cqv6r3UUGnm,1.66e-06,6,0.14,-6.526,1,0.0705,94.007,4,0.786
235,Julia Jacklin,Don't Know How To Keep Loving You,3bt6gBOA41MHQfXy0Jf855,Saved,0.213,0.589,332987,0.419,3bt6gBOA41MHQfXy0Jf855,0.000187,5,0.106,-6.524,0,0.0275,132.121,4,0.154
236,Justin Hurwitz,Engagement Party,2bonbKENtFAQQh8U4UEAu5,Saved,0.991,0.398,87213,0.0662,2bonbKENtFAQQh8U4UEAu5,0.909,3,0.113,-22.609,1,0.0401,80.364,3,0.326
237,Lizzo,Lingerie,3MtLXxxfzxke0Zfe7qwYW3,Saved,0.215,0.681,201619,0.488,3MtLXxxfzxke0Zfe7qwYW3,0.000766,0,0.11,-5.314,1,0.152,132.077,4,0.628
238,Lizzo,Jerome,3kxsEF30mM0TZWfkOv4XsS,Saved,0.0476,0.674,231571,0.542,3kxsEF30mM0TZWfkOv4XsS,0.0,8,0.0682,-6.983,1,0.253,150.979,3,0.534
239,Lizzo,Cuz I Love You,6YdQgWSpsxhVeX6Xmv3IFJ,Saved,0.0156,0.566,179979,0.66,6YdQgWSpsxhVeX6Xmv3IFJ,0.0,1,0.234,-4.039,1,0.0479,162.159,3,0.52
240,Alvvays,"Archie, Marry Me",1cSzFn8tBOd75LCCHRRll0,Saved,0.00956,0.27,196560,0.83,1cSzFn8tBOd75LCCHRRll0,0.434,7,0.142,-4.592,1,0.0741,117.314,4,0.205
241,Pr?xima Parada,Why Not It Be Me,3aINb8z5bAS9v2vEyohIBf,Saved,0.219,0.576,297747,0.531,3aINb8z5bAS9v2vEyohIBf,0.000638,9,0.0854,-6.74,1,0.0348,75.695,4,0.358
242,"Scary Pockets, Monica Martin",Sex & Candy,5wG0M09sxw3cx0f0KC85In,Saved,0.198,0.589,190123,0.628,5wG0M09sxw3cx0f0KC85In,0.0,9,0.112,-7.977,1,0.149,77.176,4,0.593
243,The National,Light Years,0dcKsPZVWa64MvnoCes49q,Saved,0.95,0.544,213373,0.316,0dcKsPZVWa64MvnoCes49q,0.7,4,0.0978,-11.666,1,0.0307,124.989,4,0.173
244,"Sia, Diplo, Labrinth, LSD","Mountains (feat. Sia, Diplo, and Labrinth)",0HCDvbGNsigLpkzCDwpKVr,Saved,0.39,0.625,194733,0.601,0HCDvbGNsigLpkzCDwpKVr,0.0348,1,0.0894,-7.766,1,0.0285,85.967,4,0.195
245,"Sia, Diplo, Labrinth, LSD","It's Time (feat. Sia, Diplo, and Labrinth)",3j4lctlzJqDLNZjTLmc9CV,Saved,0.934,0.398,209707,0.245,3j4lctlzJqDLNZjTLmc9CV,0.0,1,0.134,-9.215,1,0.0351,87.079,4,0.249
246,"Anderson .Paak, Andr? 3000",Come Home (feat. Andr? 3000),425opAPXAzFWtDqiebYQiM,Saved,0.0175,0.571,266800,0.848,425opAPXAzFWtDqiebYQiM,7.68e-06,8,0.161,-4.451,1,0.121,164.546,4,0.291
247,"Anderson .Paak, Smokey Robinson",Make It Better (feat. Smokey Robinson),0ReEEk6xty0IlNrZg2m6ZZ,Saved,0.0112,0.675,219332,0.56,0ReEEk6xty0IlNrZg2m6ZZ,0.00403,4,0.137,-6.024,0,0.0643,178.555,4,0.551
248,Courtney Barnett,Everybody Here Hates You,0qnwZNpfLciad2YhoSWhlc,Saved,0.141,0.264,253027,0.848,0qnwZNpfLciad2YhoSWhlc,6.74e-05,9,0.155,-4.517,1,0.0617,174.652,4,0.523
249,Ten F?,Waterfalls,2Yw2YF0bnoYnqviXWSBEjg,Saved,0.414,0.481,266864,0.282,2Yw2YF0bnoYnqviXWSBEjg,0.00273,6,0.124,-8.647,1,0.0351,179.825,4,0.284
250,Angie McMahon,Helpless,1JM0uBJGHnbjdlVNmVXo4l,Saved,0.894,0.56,254360,0.0303,1JM0uBJGHnbjdlVNmVXo4l,2.93e-06,5,0.11,-10.651,1,0.0388,80.355,5,0.213
251,Angie McMahon,Pasta,4Dx3xswXRxsiuilfyV18Gt,Saved,0.221,0.458,278453,0.452,4Dx3xswXRxsiuilfyV18Gt,0.0,0,0.0851,-7.699,1,0.0669,140.665,4,0.395
252,The National,Mr. November,4g8Fn7fWwxculLpkPMxYU1,Saved,0.0234,0.417,240493,0.879,4g8Fn7fWwxculLpkPMxYU1,1.74e-06,7,0.183,-4.187,1,0.0454,146.165,4,0.707
253,Gary Clark Jr.,Pearl Cadillac,5O6cfjyWsteTs6Mnaz9VGE,Saved,0.646,0.411,305533,0.458,5O6cfjyWsteTs6Mnaz9VGE,0.00103,3,0.0987,-6.289,0,0.0357,119.689,4,0.0833
254,Bruno Major,Home - Live,36YrfPWqC1Nf8NHLZNub0K,Saved,0.959,0.485,198960,0.161,36YrfPWqC1Nf8NHLZNub0K,0.0,0,0.239,-8.883,1,0.0485,83.881,5,0.146
255,Pr?xima Parada,Tossin' My Troubles,5OGXYfiFt3ihTf7jltr8G0,Saved,0.65,0.718,297053,0.469,5OGXYfiFt3ihTf7jltr8G0,0.00142,0,0.0994,-6.283,1,0.0338,82.241,4,0.618
281,Pr?xima Parada,Hannah Hannah,7n48Dr7f6shwiGn4SBvv4a,Saved,0.72,0.599,246027,0.459,7n48Dr7f6shwiGn4SBvv4a,0.000808,9,0.0381,-5.366,1,0.034,91.795,4,0.404
282,Bad Bad Hats,Liz Phair,5X4t3Kc5X5rBrK4dclNwil,Saved,0.0672,0.514,218000,0.765,5X4t3Kc5X5rBrK4dclNwil,0.511,9,0.105,-6.074,1,0.0317,123.085,4,0.624
283,Bad Bad Hats,Dunno Why,18I8mpGgz5fnL2ZrbJnDXY,Saved,0.00625,0.377,317619,0.705,18I8mpGgz5fnL2ZrbJnDXY,0.0831,5,0.112,-7.148,1,0.0441,113.029,4,0.268
284,The Lumineers,Gloria,2AoyIsLRZQ0UhedzzhnbKz,Saved,0.658,0.523,216120,0.714,2AoyIsLRZQ0UhedzzhnbKz,5.2e-06,11,0.0785,-6.021,1,0.0367,78.211,4,0.659
285,Conner Youngblood,Bear River Migratory Bird Refuge,5K22XsFxQVDBBIEv5T0LFo,Saved,0.785,0.58,270902,0.341,5K22XsFxQVDBBIEv5T0LFo,0.926,6,0.101,-15.428,1,0.0294,103.673,4,0.266
286,Logic,Baby,4NQNuItFMPClEJNCceGdF3,Saved,0.229,0.682,238027,0.755,4NQNuItFMPClEJNCceGdF3,0.0,4,0.0966,-4.436,1,0.0488,95.998,4,0.197
287,Logic,Pretty Young Girl,4Hi4e6G8gvKgbYujB3J4yX,Saved,0.206,0.641,255427,0.637,4Hi4e6G8gvKgbYujB3J4yX,0.000228,4,0.342,-6.967,1,0.0356,95.051,4,0.394
288,Grace Potter,I'd Rather Go Blind,4LmRKnYZv0MxZFORqi10Z1,Saved,0.174,0.553,304435,0.481,4LmRKnYZv0MxZFORqi10Z1,0.00256,9,0.556,-7.023,1,0.026,83.984,3,0.42
289,Cautious Clay,SIDEWINDER,6MguEa04mWWYDXpT4Kw6dt,Saved,0.629,0.675,170165,0.612,6MguEa04mWWYDXpT4Kw6dt,8.47e-05,9,0.241,-9.951,1,0.131,139.032,4,0.184
